-2.511872,-10.832448,-0.941952
-0.941952,-9.890496,-0.470976
-1.412928,-10.204480,-0.784960
-1.726912,-9.733504,0.784960
-1.255936,-10.832448,-0.156992
-2.197888,-11.146432,0.156992
-1.883904,-10.832448,-0.941952
-1.726912,-10.832448,0.156992
-0.156992,-10.047488,-0.784960
-2.354880,-10.518464,0.000000
-1.569920,-10.361472,0.000000
-2.354880,-10.047488,-0.627968
-0.941952,-10.989440,0.470976
-2.040896,-11.146432,-0.470976
-0.941952,-10.361472,0.627968
-1.883904,-10.675456,0.000000
-1.412928,-10.518464,-0.313984
-1.883904,-10.675456,-0.941952
-1.412928,-10.518464,0.313984
-2.354880,-10.989440,-1.098944
-1.098944,-10.832448,0.627968
-1.255936,-10.047488,0.000000
-1.569920,-10.204480,0.000000
-1.726912,-10.832448,0.000000
-1.726912,-10.832448,0.313984
-1.569920,-10.047488,-0.156992
-1.726912,-10.047488,0.156992
-1.412928,-10.675456,-0.156992
-1.883904,-10.047488,0.313984
-1.098944,-10.518464,-0.313984
-2.511872,-10.989440,0.627968
-1.255936,-10.047488,0.000000
-1.726912,-10.675456,-0.941952
-1.883904,-11.460416,-0.313984
-2.197888,-10.204480,0.313984
-2.040896,-10.832448,-0.313984
-1.412928,-10.832448,-0.313984
-1.098944,-10.047488,0.156992
-1.569920,-9.890496,-0.470976
-1.726912,-10.989440,0.470976
-1.569920,-10.204480,0.000000
-1.569920,-10.832448,-0.156992
-2.040896,-10.675456,0.156992
-1.569920,-10.518464,0.156992
-1.569920,-10.832448,-1.098944
-1.412928,-10.361472,-0.156992
-2.197888,-10.832448,-0.784960
-1.412928,-10.675456,-0.784960
-1.883904,-10.989440,-0.156992
-2.668864,-10.518464,0.470976
-2.197888,-10.518464,0.156992
-1.255936,-10.518464,0.470976
-1.569920,-10.518464,0.156992
-1.412928,-10.832448,0.156992
-1.726912,-10.832448,0.470976
-1.726912,-10.204480,-0.470976
-1.412928,-10.518464,0.313984
-1.726912,-10.518464,-0.313984
-1.726912,-10.518464,0.313984
-2.040896,-10.675456,0.313984
-1.412928,-10.518464,-0.941952
-1.726912,-10.361472,-0.627968
-1.883904,-10.204480,-0.470976
-2.040896,-10.832448,-0.627968
-2.197888,-10.518464,0.000000
-2.197888,-10.675456,0.156992
-1.726912,-10.675456,0.156992
-1.569920,-10.518464,-0.470976
-1.883904,-10.047488,0.000000
-2.040896,-10.204480,-0.156992
-1.412928,-10.675456,-0.784960
-2.511872,-10.675456,-0.313984
-1.726912,-10.832448,0.313984
-2.040896,-10.518464,-0.156992
-1.569920,-10.675456,-0.627968
-2.354880,-10.675456,-1.098944
-1.412928,-10.361472,0.156992
-2.040896,-10.204480,-0.627968
-1.412928,-10.518464,0.313984
-1.883904,-10.518464,-0.627968
-1.569920,-10.204480,0.470976
-1.883904,-10.518464,-0.470976
-1.569920,-10.989440,0.784960
-1.726912,-10.361472,-0.156992
-1.098944,-10.832448,0.313984
-1.412928,-10.832448,-0.470976
-1.883904,-10.675456,0.470976
-1.569920,-9.890496,0.313984
-1.255936,-10.675456,1.255936
-1.412928,-10.204480,-0.313984
-1.883904,-10.518464,0.470976
-1.726912,-10.047488,0.156992
-1.255936,-10.047488,-0.941952
-1.412928,-10.204480,0.470976
-1.726912,-10.518464,0.470976
-1.726912,-11.460416,-0.313984
-1.569920,-10.675456,-0.313984
-1.726912,-10.675456,0.470976
-1.726912,-10.361472,-0.470976
-1.883904,-10.361472,0.627968
-1.726912,-10.204480,-0.470976
-1.883904,-10.518464,0.784960
-1.569920,-10.518464,0.313984
-1.255936,-10.361472,-0.313984
-1.098944,-10.361472,-0.156992
-1.883904,-10.361472,0.470976
-2.197888,-10.518464,0.784960
-1.726912,-10.518464,0.627968
-1.726912,-10.832448,-0.470976
-1.255936,-10.518464,-0.470976
-1.883904,-10.204480,0.627968
-2.354880,-10.361472,-0.156992
-1.883904,-10.361472,1.098944
-1.883904,-10.204480,0.156992
-1.569920,-10.675456,-0.784960
-1.412928,-10.832448,0.470976
-1.412928,-10.204480,0.470976
-1.883904,-10.518464,0.000000
-1.412928,-10.518464,0.000000
-1.569920,-10.204480,0.470976
-2.511872,-10.989440,-0.156992
-1.883904,-10.989440,0.941952
-1.255936,-10.518464,0.627968
-1.255936,-10.361472,-0.627968
-1.726912,-10.832448,0.470976
-1.883904,-10.204480,-0.156992
-1.883904,-10.518464,-0.627968
-1.569920,-10.989440,-0.627968
-1.569920,-10.518464,0.313984
-2.197888,-10.361472,0.313984
-1.726912,-10.518464,0.156992
-1.883904,-10.989440,-0.313984
-1.255936,-10.047488,-0.313984
