-11.774400,-1.255936,-2.197888
-10.989440,-1.412928,-2.040896
-10.518464,-0.627968,-2.197888
-10.989440,-1.255936,-2.511872
-10.989440,-0.784960,-2.511872
-11.146432,-0.627968,-3.296832
-10.832448,-1.098944,-3.296832
-11.146432,-0.627968,-1.726912
-10.989440,-0.156992,-2.982848
-11.303424,-1.098944,-2.040896
-10.989440,-1.098944,-1.726912
-11.146432,-0.941952,-1.726912
-10.832448,-0.941952,-1.883904
-10.832448,-0.784960,-2.668864
-10.832448,-1.098944,-2.668864
-11.303424,-0.784960,-3.610816
-10.361472,-0.784960,-2.040896
-10.989440,-0.941952,-2.982848
-10.832448,-1.255936,-1.726912
-10.989440,-0.627968,-2.354880
-10.989440,-0.941952,-1.412928
-11.617408,-0.784960,-2.668864
-10.989440,-0.941952,-2.040896
-10.047488,-0.784960,-3.139840
-11.303424,-0.941952,-2.668864
-11.617408,-1.098944,-3.139840
-11.617408,-1.098944,-2.668864
-10.832448,-1.098944,-2.982848
-11.460416,-0.941952,-3.767808
-10.361472,-0.784960,-1.883904
-10.989440,-0.627968,-3.296832
-10.675456,-1.098944,-1.569920
-11.303424,-0.784960,-1.883904
-11.146432,-1.255936,-2.668864
-11.303424,-0.941952,-2.511872
-10.204480,-0.941952,-2.511872
-11.460416,-0.941952,-3.453824
-10.675456,-0.941952,-2.197888
-10.832448,-0.627968,-3.453824
-10.989440,-1.412928,-2.040896
-11.146432,-1.098944,-2.668864
-10.361472,-0.941952,-2.354880
-11.460416,-1.569920,-2.668864
-11.146432,-1.255936,-1.883904
-10.361472,-0.470976,-2.668864
-10.989440,-1.569920,-1.726912
-11.146432,-1.883904,-2.982848
-11.146432,-1.098944,-2.040896
-11.617408,-0.470976,-2.982848
-10.204480,-1.255936,-1.726912
-10.832448,-0.313984,-2.825856
-10.832448,-0.941952,-1.726912
-11.460416,-0.941952,-2.668864
-10.675456,-0.627968,-2.354880
-11.460416,-0.156992,-2.354880
-10.518464,-1.412928,-2.040896
-10.832448,-1.255936,-2.825856
-11.617408,-0.627968,-2.511872
-11.617408,-0.941952,-1.726912
-10.204480,-1.726912,-2.982848
-11.146432,-0.313984,-2.197888
-11.303424,-0.941952,-2.511872
-11.617408,-1.255936,-2.354880
